id,text_clean,text_clean_en
1726944069094703360,,#VALUE!
1726922233598341376,Suwerenność to kluczowa sprawa dla naszej państwowości i wolności Polaków. W Parlamencie Europejskim szykowany jest zamach na polską suwerenność. Każdy parlamentarzysta ma obowiązek obrony Polski.,Sovereignty is a key issue for our statehood and freedom of Poles. An attack on Polish sovereignty is being planned in the European Parliament. Every parliamentarian has the duty to defend Poland.
1726519105006735616,"Polsce grozi dyktatura pseudodemokratów, którzy wykorzystali naiwność ludu. Tak to widzę.",Poland is threatened by the dictatorship of pseudo-democrats who took advantage of the people's naivety. That's how I see it.
1725636172108448256,"Stawka podatku VAT na żywność powinna wynosić 0 %. Żadnych podwyżek podatków, ponieważ to uderzy w ludzi i w gospodarkę!",The VAT rate on food should be 0%. No tax increases because it will hit people and the economy!
1724770902775046656,"Przepis dotyczący uprawnienia każdego ministra konstytucyjnego do zabierania głosu w parlalmencie w dowolnym czasie, został wprowadzony do porządku prawnego 30 lat temu. Tak tylko przypominam tym, którzy chcą zmian.",The provision regarding the right of every constitutional minister to speak in parliament at any time was introduced into the legal order 30 years ago. I'm just reminding those who want change.
1724429458197614848,A co z kotami pytam! Jako właściciel 4 kotów domagam się równouprawnienia!,"What about cats, I ask? As the owner of 4 cats, I demand equal rights!"
1724205751302799616,No comment,No comment
1724136367280533760,"Parlamentarni Hunowie są przesiąknięci zemstą. Jedyne co zostawią po siebie, to spalona ziemia i żal ludzi, którzy im zaufali. Nazywanie siebie „demokratyczną” opozycją było podstępem. To już wiemy. Mam też dobrą informację - Hunowie źle skończyli i tutaj też tak będzie. 🇵  🇱 ","The Parliamentary Huns are filled with revenge. The only thing they will leave behind is scorched earth and the grief of the people who trusted them. Calling itself the ""democratic"" opposition was a ruse. We already know that. I also have good news - the Huns ended badly and it will be the same here. 🇵 🇱 "
1723658807505486080,Brawo dla premiera Węgier Victora Orbana. Nazwał odebranie immunitetu polskim parlamentarzystom atakiem terrorystycznym na wolność słowa. Tak się powinno z nimi rozmawiać.,Bravo to Hungarian Prime Minister Victor Orban. He called the removal of immunity from Polish parliamentarians a terrorist attack on freedom of speech. This is how you should talk to them.
1723428036811325440,"Skoro nie ma wyroku, to po co unieważniać uchwałą Sejmu coś, czego nie ma. Geniusze jesteście i tyle. ","If there is no judgment, why annul by a resolution of the Sejm something that does not exist. You are geniuses, that's all. "
1723267060573032448,"Suwerenność nie jest na sprzedaż. Niech każdy to pamięta, kto zabiega u obcych o pomoc. 🇵  🇱 ",Sovereignty is not for sale. Let everyone remember this who seeks help from strangers. 🇵 🇱 
1722958301824995840,"Zgodnie z porozumieniem rotacyjnej koalicji wyroki Trybunału Konstytucyjnego będą  unieważniane uchwałami parlamentarnymi. 😂  😂  😂  Nowa jakość, która na nowo definiuje trójpodział władzy.","According to the agreement of the rotating coalition, the judgments of the Constitutional Tribunal will be invalidated by parliamentary resolutions. 😂 😂 😂 A new quality that redefines the separation of powers."
1722927233810018560,"Partia Razem nie wchodzi do rotacyjnej koalicji. Taką podjęli decyzję i trudno się dziwić. Ta koalicja to będzie tylko chaos, kłótnie i niekompetencja. Czas to potwierdzi.","The Razem Party is not joining the rotating coalition. This is their decision and it is hardly surprising. This coalition will only bring chaos, quarrels and incompetence. Time will confirm this."
1722906414970970368,Rotacyjna koalicja. Żenada i tyle. 😂,Rotating coalition. It's a shame and that's it. 😂
1722560243836523008,"4 polskich europarlamentarzystów prawicowych utraciło immunitet za lajk na fb. Nie ma już wolności, chyba każdy ma tego świadomość. Nie wykluczam, że przez Europę przejdzie współczesna wiosna ludów, która zmiecie prządek zafundowany nam przez rzekomych „demokratów”.","4 Polish right-wing MEPs lost their immunity for a like on Facebook. There is no freedom anymore, everyone is probably aware of that. I do not rule out that a modern spring of nations will sweep through Europe, sweeping away the order introduced to us by the alleged ""democrats""."
1722169717467566592,"Rano z ust znanego doradcy ekonomicznego „demokratów”dowiedzieliśmy sie, że nie ma środków na 13 i 14 emeryturę, poza tym prominentny poseł „demokratów” mówi o potrzebie zablokowania CPK, a jeszcze inny „demokrata” ma trafić z więzienia do europarlamentu.Jeszcze  nie ma południa.","In the morning, we learned from the mouth of a well-known economic advisor of the ""Democrats"" that there are no funds for the 13th and 14th pensions, and besides, a prominent ""Democrat"" MP talks about the need to block the CPK, and another ""Democrat"" is to be sent from prison to the European Parliament. Not yet it's noon."
1721822883624689920,Od rana straszne wycie papierowych serduszek po wczorajszej decyzji. Zabawne.,Since the morning there has been a terrible wailing of paper hearts after yesterday's decision. Funny.
1721600838693433600,"Kilkuletni chłopiec zadał proste pytanie Tuskowi na spotkaniu we Wrocławiu - jak chce obniżać podatki i ceny. Facet z papierowym sercem na koszuli kręcił, kręcił i w końcu nie odpowiedział.",A several-year-old boy asked Tusk a simple question at a meeting in Wrocław - how he wants to reduce taxes and prices. The guy with the paper heart on his shirt twisted and turned and finally didn't answer.
1721114901064667648,"Słyszę z ust  w  , że sukcesem opozycji było pozostawienie Polski z deflacją (wyjaśniam: chodzi  o zjawisko, które prowadzi w dłuższej perspektywie do bezrobocia, spadku produkcji i recesji gospodarczej). 😂  Ręce opadają.","I hear from people that the opposition's success was leaving Poland with deflation (let me explain: it is a phenomenon that in the long run leads to unemployment, a decline in production and economic recession). 😂 My hands are down."
1720428692592005632,"Będzie chyba rotacyjny marszałek, rotacyjny premier, mogą być rotacyjni posłowie i rotacyjne państwo. Słowo rotacyjny nabiera nowego znaczenia.","There will probably be a rotating marshal, a rotating prime minister, there may be rotating MPs and a rotating state. The word rotary takes on a new meaning."
1719432834648019200,"A wiecie co jest najzabawniejsze? Byli tyle lat w opozycji i nawet nie potrafili dogadać się, kto w razie czego będzie zaproponowany na konkretne stanowiska. O programie nie wspomnę. To amatorszczyzna w najgorszym wydaniu.",And you know what's the funniest? They had been in opposition for so many years and they couldn't even agree on who would be proposed for specific positions. I won't mention the program. This is amateurism at its worst.
1719292759067037696,,#VALUE!
1718929397992861952,"Nielegalni migranci są w Hiszpanii umieszczani w luksusowych hotelach ze spa, bo nie ma z nimi co zrobić. Polityka von der Leyen i innych nieudaczników z KE prowadzi Europę do upadku.",Illegal migrants in Spain are placed in luxury hotels with spas because there is nothing to do with them. The policies of von der Leyen and other losers from the EC are leading Europe to collapse.
1717812101052502016,"„Zmiany muszą zostać wprowadzone”
(von der Leyen,13 stycznia).
„Nie będzie potrzebne zakończenie procesu legislacyjnego”(dla odblokowania KPO)- (Tusk, 
26 października). Kłamcy. Chodziło o obalenie rządu i oszukanie Polaków.","""Changes must be made""
(von der Leyen, January 13).
""It will not be necessary to complete the legislative process"" (to unblock the KPO) - (Tusk, 
October 26). Liars. The idea was to overthrow the government and deceive Poles."
1717657583392088064,Podobno dla odblokowania KPO nie trzeba nawet dokończenia procesu legislacyjnego w polskim parlamencie.  To dzisiejsze słowa D.Tuska. To pokazuje jak wielu ludzi w Polsce dało się nabrać na rzekome łamanie praworządności. To była ściema Komisji Europejskiej. Żenujące.,"Apparently, in order to unblock the KPO, it is not even necessary to complete the legislative process in the Polish parliament.  These are today's words of D.Tusk. This shows how many people in Poland have been fooled by alleged violations of the rule of law. This was a lie by the European Commission. Embarrassing."
1717222892612563200,"100 ekonomistów kieruje list do polityków, którzy zamierzają przejąć władzę i odpowiedzialność za Polskę i oczekują zaprzestania dezinformacji społeczeństwa na temat ukrytego długu i dziury budżetowej. 😎 ",100 economists send a letter to politicians who intend to take over power and responsibility for Poland and expect an end to public disinformation about the hidden debt and budget hole. 😎 
1717193267320693248,"Przyjaciele Tuska zawiedli w Brukseli. Wraca z pustymi torbami. Jak to powiedział jeden z ekspertów - dziennikarzy „chodziło przecież o to, żeby z Brukseli popłynęły miłe słowa.” Popłynęły. 😂  😂  😂 ","Tusk's friends failed in Brussels. He returns with empty bags. As one of the expert journalists said, ""the idea was to get nice words from Brussels."" They sailed. 😂 😂 😂 "
1717188809241100800," Mam wrażenie, że to akurat Pana od lat nikt na poważnie nie traktuje. 😂 ", I have the impression that no one has been taking you seriously for years. 😂 
1717135966043811840,"D.Tusk przysięgał, że środki z KPO będą w pierwszym dniu po wyborach. Mija 10. dzień. Już wiemy, że pojechał na wycieczkę do Brukseli, a torby pozostaną puste. W gotowości są już pracownicy budżetówki, którym obiecano 30% podwyżki. Ludzie czekają. Zegar tyka.",D.Tusk swore that the funds from the KPO would be available on the first day after the elections. Day 10 passes. We already know that he went on a trip to Brussels and the bags will remain empty. Budget employees are already on standby and have been promised a 30% raise. People are waiting. The clock is ticking.
1716884962627236096,"Federalizacja Unii Europejskiej podważa sens walki naszych przodków o Polskę. Jutro głosowanie w PE i wielki krok w stronę podważenia naszej suwerenności. Zobaczymy, kto jest zdrajcą.",The federalization of the European Union undermines the sense of our ancestors' fight for Poland. Tomorrow there will be a vote in the European Parliament and a big step towards undermining our sovereignty. We'll see who the traitor is.
1716782626873209088," Takich figur retorycznych będzie więcej. 😂  ale ważne, ze ma oddanych obrońców.", There will be more such rhetorical figures. 😂 but the important thing is that he has devoted defenders.
1716782200023089152,"Zabawne jest to żebranie o szybkie powierzenie Tuskowi misji tworzenia rządu. Spokojnie, jeszcze poczujecie co to znaczy mieć twardą opozycję.","It's funny to beg for Tusk to be quickly entrusted with the mission of forming a government. Don't worry, you will feel what it means to have tough opposition."
1716725277336735744,"Stanowcze nie dla zabierania suwerenności Polski! Apeluję do polskich, podkreślam polskich europarlamentarzystów, żebyście blokowali różnymi środkami to wariactwo zafundowane Polsce przez wariatów brukselskich.","A firm no to taking away Poland's sovereignty! I appeal to Polish, and I emphasize Polish, members of the European Parliament to block this madness brought to Poland by Brussels madmen by various means."
1716532931911352576,"W środę w PE głosowanie, które może być początkiem rozmontowania naszej państwowości. Likwidują weto, nakazują wspólną walutę, zmniejszają skład KE i wiele innych. Dziś obrona Polski jest naszym dziejowym zadaniem. 🇵  🇱  🇵  🇱  🇵  🇱  🇵  🇱  🇵  🇱  🇵  🇱  🇵  🇱  🇵  🇱  🇵  🇱  🇵  🇱  🇵  🇱  🇵  🇱  🇵  🇱 ","There will be a vote in the European Parliament on Wednesday, which may be the beginning of the dismantling of our statehood. They eliminate the veto, mandate a common currency, reduce the composition of the European Commission and much more. Today, defending Poland is our historical task. 🇵 🇱 🇵 🇱 🇵 🇱 🇵 🇱 🇵 🇱 🇵 🇱 🇵 🇱 🇵 🇱 🇵 🇱 🇵 🇱 🇵 🇱 🇵 🇱 🇵 🇱 "
1716492025443373568,Przedstawiciel Przenośni Obywatelskiej jedzie niebawem do Brukseli podziękować za działania w sprawie KPO i wręczyć von der Leyen honorowe członkostwo w partii.,A representative of Ponośnia Obywatelska will soon go to Brussels to thank her for her actions regarding the KPO and to award von der Leyen with honorary membership in the party.
1716176612100640768,"Jakiś koleś z samorządu adwokatów łazi po mediach i bajdurzy- kto dalej będzie mógł być sędzią, a kto nie. Dowód niewyobrażalnej pychy i erozja opozycji, która ma takich doradców.",Some guy from the bar association is wandering around the media and talking nonsense about who will still be able to be a judge and who won't. Evidence of unimaginable hubris and the erosion of the opposition that has such advisers.
1715827571277918208,"Niebawem minie tydzień od wyborów. Już wiemy, że armia na być odchudzona, 800 plus jest zagrożone, dobrowolny ZUS obrócony wniwecz,podobno jest dziura budżetowa, która musi zweryfikować wszystkie wyborcze obietnice. Fajnie? A to dopiero początek. Słowo tygodnia brzmi: PRZENOŚNIA.","It will soon be a week since the elections. We already know that the army needs to be slimmed down, 800 plus is at risk, the voluntary ZUS has been ruined, and apparently there is a budget hole that must verify all election promises. Cool? And this is just the beginning. The word of the week is: MEDITATION."
1715438405620813824,To jest nieprawdopodobne. Po cholerę chcieliście władzy.,This is unbelievable. Why the hell did you want power?
1715402181770195200,Domagam się większej obecności w mediach,I demand greater presence in the media
1715285999582892032,Prawdopodobnie jedyną zrealizowaną obietnicą przez opozycję będą ścięte włosy,Probably the only promise fulfilled by the opposition will be cut hair
1715110585837236480,"Zabawne. Najpierw będą wasze kłótnie, potem się zapewne rozpadniecie. Nie ma między wami żadnego spoiwa. Jesteście jedynie sztucznym tworem. Tylko szkoda Polski. ","Funny. First you will have quarrels, then you will probably fall apart. There is no bond between you. You are only an artificial creation. It's just a pity for Poland. "
1715092910704644096,Zaczyna się. Oszukaliście ludzi. Taka jest brutalna prawda.,It's starting. You deceived people. This is the brutal truth.
1714987273823941120,Może w końcu ktoś z Ludowców jednoznacznie wskazać termin wprowadzenia dobrowolnego ZUS? Ludzie pytają. Zegar tyka.,Maybe someone from the People's Party can finally clearly indicate the date of introducing voluntary ZUS? People ask. The clock is ticking.
1714919504394825984,"Podobno okazało się, że jest ogromna dziura budżetowa i nie da się zrealizować obietnic wyborczych Tuska. 😂  Już wypowiadają się światli obrońcy(eksperci). Prawda jest bolesna: ludzie dali się oszukać. A to dopiero początek. Zobaczycie jaka będzie jazda.",Apparently it turned out that there is a huge budget hole and Tusk's election promises cannot be fulfilled. 😂 Enlightened defenders (experts) are already speaking out. The truth is painful: people have been deceived. And this is just the beginning. You'll see what the ride will be like.
1714667415705952768,"Nie strasz, nie strasz… Lubia cię tam i wspominają dobrze. W końcu niewielu było ministrów w historii, którym więźniowie uciekali po linie. 😂  ","Don't scare, don't scare... They like you there and remember you well. After all, there have been few ministers in history whose prisoners escaped using a rope. 😂  "
1714628427926376704,5.letni letni chłopczyk został zabity przez bestię w czasie wycieczki z grupą przedszkolaków. Dzieci miały wysłać pocztówkę. To straszna tragedia. Jestem bardzo poruszony.,A 5-year-old boy was killed by a beast during a trip with a group of preschoolers. The children were supposed to send a postcard. It's a terrible tragedy. I am very moved.
1714596838022549504,Żelazny elektorat nie zawiódł. W więzieniach na Śląsku miażdżące poparcie dla .,The iron electorate did not disappoint. In prisons in Silesia there is overwhelming support for .
1714558319199711488,,#VALUE!
1714554250993311744,"  uroczyście przysięgał w Sopocie, że dzień po wyborach odblokuje pieniądze z Krajowego Planu Odbudowy i wszyscy to odczujemy. Panie Donaldzie, jak idzie? Już odblokowane? Ludzie pytają.","  he solemnly swore in Sopot that the day after the elections he would release money from the National Reconstruction Plan and we will all feel it. Mr. Donald, how's it going? Already unlocked? People ask."
1714270709436875008,"Po raz czwarty zostaję parlamentarzystą. Pomimo nieobecności od miesięcy w mediach, wygrałem. Dziękuję wyborcom na Śląsku, którzy są ze mną i mi ufają. Za jakiś czas ludzie sami odsuną od władzy oszustów z opozycji. Jeszcze Polska nie zginęła! 🇵  🇱 ","I am becoming a parliamentarian for the fourth time. Despite being absent from the media for months, I won. I would like to thank the voters in Silesia who support me and trust me. After some time, people themselves will remove the opposition fraudsters from power. Poland has not perished yet! 🇵 🇱 "
1846251451644829952,"Przypominamy największe osiągnięcia na #RokKlamstwTuska  👇 
Rozwój i innowacje  ❌  ","We remind you of the greatest achievements on #Tusk's Year of Lies 👇 
Development and innovation ❌  "
1846194310951158016,#RokKlamstw  👇,#YearofLies 👇
1846193197917032448,🎯,🎯
1846192935450075648,"Aaa i jeszcze to wszystko komentował neorzecznik, który widuje nieistniejące dekrety:",Aaaand all this was commented by a neo-ombudsman who sees non-existent decrees:
1846192695267467776,"Niezłe. Goście, którzy już wg. prawomocnego wyroku sądu nielegalnie zatrzymali posła za co dostaną do 10 lat , a jeszcze, aby tego było mało wg. wyroków SN, NSA, TK - nielegalnie objęli funkcję, dostali dodatki i biorą udział razem i w porozumieniu w nielegalnym przestępczym…  ","Not bad. Guests who already according to a valid court judgment, they illegally detained the MP for which they will receive up to 10 years, and, if that was not enough, according to judgments of the Supreme Court, the Supreme Administrative Court, the Constitutional Tribunal - they illegally took up the position, received allowances and are participating together and in concert in an illegal criminal...  "
1846153139914723584,"Wolność zgromadzeń tak jak oni ją rozumieją  👇 
#RokKłamstw ","Freedom of assembly as they understand it 👇 
#YearofLies "
1846143161250263552,"2 dnia po zjednoczeniu PiS i SP po wielu miesiącach wracamy znów na pierwsze miejsce w sondażach.
Według ostatnich badań koalicja rządząca traci też większość w Sejmie.
Taki prezent na #RokKłamstwTuska  👇  ","On the 2nd day after the unification of PiS and SP, after many months we are back in first place in the polls.
According to recent research, the ruling coalition is also losing its majority in the Sejm.
Such a gift for Tusk's #Year of Lies 👇  "
1846106200640819712,#RokKłamstw na 1 obrazku,#YearofLies in 1 image
1846079655431770112,#RokKłamstw  👇,#YearofLies 👇
1845949235465769216,Ci z Komisji Weneckiej napiszą czynny żal i może nie pójdą siedzieć.,Those from the Venice Commission will write an active complaint and maybe they will not go to jail.
1845895855649226752,Tusk walczy z migracją  🥳,Tusk is fighting migration 🥳
1845823729013547264,"Najlepsze życzenia na Dzień Nauczyciela. Szczególnie dziękuję tym, którzy zawsze pamiętają, aby młodzież uczyć w różnych wymiarach patriotyzmu 🇵  🇱  Tu jest klucz do przyszłości Polski 🇵  🇱 
#nauczyciel #dziennauczyciela ","Best wishes for Teacher's Day. I would especially like to thank those who always remember to teach young people patriotism in various dimensions 🇵 🇱 Here is the key to Poland's future 🇵 🇱 
#teacher #teacherday "
1845799642325254144,W NeoRadiu Tuska dziś musieli usłyszeć kilka słów prawdy o migracji i PO  👇,Today on Tuska's NeoRadio they had to hear a few words of truth about migration and PO 👇
1845759097590989056,PRZESTĘPCZE DZIAŁANIA KOMISJI ŚLEDCZEJ,CRIMINAL ACTIONS OF THE INQUIRY COMMISSION
1845527104412143872,Nie możemy oddać Polski walkowerem ❗ ️,We cannot give Poland back with a walkover ❗️
1845425290681426176,"To najważniejsze punkty merytoryczne. A poniżej efekt praktyczny połączenia sił 👇 
#ZawszeZaPolską  ","These are the most important substantive points. And below is the practical effect of joining forces 👇 
#AlwaysForPoland  "
1845167833526743296,"Zostałem najmłodszym Wiceprezesem PiS. W tajnym głosowaniu 235 głosów “za” , 30 “przeciwko”  👇 
Dziękuję. ","I became the youngest Vice-President of PiS. In a secret ballot, 235 votes ""for"", 30 ""against"" 👇 
Thank you. "
1845167823133479168,Dla Ciebie Polsko 👇,For you Poland 👇
1845118755996827904,ZAWSZE ZA POLSKĄ,ALWAYS FOR POLAND
1844634598824701952,Gdyby ktoś przegapił przed Kongresem - sondaże zapowiadają zmianę władzy.,In case anyone missed it before the Congress - polls predict a change of government.
1844460708823793920,Wraca to co było za poprzednich rządów PO. Tylko 2 razy bardziej 👇,What happened during the previous PO government is coming back. Only 2 times more 👇
1844345482501399040,"Autorzy listu oceniają, że wobec zatrzymanych organizowana jest kampania oszczerstw. Przedstawia się ich jako osoby skorumpowane, choć w toku śledztwa nie pojawił się nawet zarzut o przywłaszczenie sobie korzyści materialnych, nie mówiąc o dowodach. Prokuratura mówi o… ","The authors of the letter believe that a smear campaign is being organized against the detainees. They are presented as corrupt people, although during the investigation there was not even an accusation of misappropriating material benefits, let alone evidence. The prosecutor's office talks about… "
1844072370572857600,Ale za to zamęczają księdza. Bohaterowie uśmiechniętej Polski.,But they torture the priest for this. Heroes of smiling Poland.
1843902162600112384,"Jak rządziło PiS straszyli, że wyrzucą nas z UE i zamkną granice. I Niemcy zamknęli granicę. Tylko jak do władzy doszli ich ludzie w Polsce 👇  ","When PiS was in power, they threatened that they would throw us out of the EU and close the borders. And the Germans closed the border. But how did their people come to power in Poland 👇  "
1843748614583267584,,#VALUE!
1843722767293886976,Sukcesy rządu 👇,Government successes 👇
1843541817838449152,"Powiedzmy sobie wprost. Jeden z zastępców Bodnara wyłudzał środki publiczne na benzynę a inny na mieszkanie. A on sam najpierw siłowo zajął budynki państwowych instytucji a potem przyznał, że dopiero „szuka na to podstawy prawnej”. 
Nie przeszkadza im to oczywiście każdego dnia…  ","Let's be honest. One of Bodnar's deputies extorted public funds for gasoline and another for an apartment. And he himself first forcibly occupied the buildings of state institutions and then admitted that he was only ""looking for a legal basis for it."" 
Of course, this doesn't bother them every day...  "
1843366097078366208,🤡  🤡  🤡,🤡 🤡 🤡
1843320381983043584,"Ws. Prokuratora Krajowego mamy już orzeczenia: 
-SN
-TK (z zabezpieczeniem) 
-NSA (w tzw. starym składzie) 
- i sądy powszechne, nawet w Warszawie ostatnio sędzia z Iustitii (odmówił kontroli operacyjnej ze względu na złe powołanie PK) 
- to samo mamy w Apelacjach w Warszawie i…  ","In. We already have the following rulings from the National Prosecutor: 
-SN
-TK (with protection) 
-NSA (in the so-called old composition) 
- and common courts, even in Warsaw recently a judge from Iustitia (he refused operational control due to the incorrect appointment of the PK) 
- we have the same thing in Appeals in Warsaw and...  "
1843186078246703616,"Politycy PO odmawiają udziału w programach publicystycznych  i  a ich premier zakazał wpuszczać krytyczne telewizje na swoje konferencje. 
Zna ktoś drugi taki przypadek w świecie zachodnim, gdzie premier zakazuje drugiej największej stacji informacyjnej w…  ","PO politicians refuse to participate in journalistic programs and their prime minister has banned critical television from his conferences. 
Does anyone know of another such case in the Western world, where the Prime Minister bans the second largest news station in...  "
1842993968101143040,👇,👇
1841919951654846464,"Wygrali z alkotubkami, ale przegrali z matematyką w spółkach skarbu państwa 👇  ","They won with alcotubes, but lost with mathematics in state-owned companies 👇  "
1841567344793125120,,#VALUE!
1841560877905969664,Dobre i złe limuzyny rządowe  👇,Good and bad government limousines 👇
1841468691155730432,"Wybitni fachowcy od innowacji, sztucznej inteligencji, historii, którzy porzucili dobrze płatne funkcje za granicą, aby pracować dla Polski są wyrzucani przez ekipę Tuska. Nepotyzm w kolejnych spółkach. Najlepiej wytłumaczył to zjawisko poseł PO Józefaciuk. Mianowicie to nie jest…  ","Outstanding experts in innovation, artificial intelligence and history who left well-paid positions abroad to work for Poland are thrown out by Tusk's team. Nepotism in subsequent companies. This phenomenon was best explained by PO MP Józefaciuk. Namely, it is not…  "
1841406227902779392,Zwycięstwo z alkotubkami 👇,Victory with alcotubes 👇
1841123636922482944,Lewacki świat 👇,Leftist world 👇
1841080232247185664,Elektryki dla powodzian  👇,Electrics for flood victims 👇
1841072254060232704,"Wielkie gratulacje dla Republiki! A gdyby dołożyć do zostawienia mój kanał - media wyglądaj tak 👇  
Nie piszę tylko po to, aby się chwalić, ale również, aby pokazać jak bardzo zmienia się świat komunikacji. Warto więc, aby prawa strona również po stronie polityków wzięła sobie to…   ","Big congratulations to Republic! What if I added my channel - the media would look like this 👇  
I'm not writing just to brag, but also to show how much the world of communication is changing. So it is worth it for the right side, also among politicians, to take this into account...   "
1841042101901148416,"Politycy PO, którzy opowiadają bajki o „Neosedziąch”, których wyroki „nie istnieją” kiedy wygrali swoje prywatne sprawy u „Neosedziów” uznali, że te wyroki akurat istnieją 👇 
Jak długo Polacy będą dawali robić się w balona? Oni celowo niszczą system prawny w naszych kraju, z czego…  ","PO politicians who tell fairy tales about ""Neo-Judges"" whose judgments ""do not exist"" when they won their private cases with ""Neo-Judges"" decided that these judgments actually exist 👇 
How long will Poles allow themselves to be fooled? They are deliberately destroying the legal system in our country, of which…  "
1840861041594396672,👇  ‼ ️,👇 ‼ ️
1840852488619995648,"Streszczę państwu. NEOsedziowie nie są sędziami, a ich orzeczenia nie istnieją. Chyba, że akurat dotyczą naszych spraw, które wygraliśmy. Wtedy te akurat wyroki istnieją.
Waldemar Żurek ","I'll summarize for you. NEOjudges are not judges and their judgments do not exist. Unless they happen to concern our cases that we won. Then these particular judgments exist.
Waldemar Żurek "
1840828984965415424,Tusk i Bodnar robią z Polski państwo bananowe,Tusk and Bodnar are turning Poland into a banana state
1840789138913780224,"„Tak jest! *nie dotyczy naszych prywatnych spraw w sądach, w których wygraliśmy.” 
Parlamentarzyści PO ","""Yes Sir! *does not apply to our private court cases in which we won.” 
PO parliamentarians "
1840775773210218496,"Nowe studio, oprawa, wielka kampania reklamowa, bilbordy. Tak wygląda NeoTVP formalnie „w likwidacji”. To jest oczywiste oszustwo. 
Jak ta sprawa trafi na przyzwoitego sędziego będzie jak ze sprawą Barskiego. Trzeba porzucić „formalizm prawny” i „purystów prawnych” i policji…  ","New studio, setting, great advertising campaign, billboards. This is what NeoTVP looks like when it is formally ""in liquidation"". This is an obvious scam. 
If this case reaches a decent judge, it will be like the Barski case. We must abandon ""legal formalism"" and ""legal purists"" and the police...  "
1840771666722398464,Jak pokazać logikę niezawisłości sędziowskiej Bodnara w 50 sekund… 👇,How to show the logic of Bodnar's judicial independence in 50 seconds... 👇
1840717897066275072," ❗ ️To jest hit! ❗ ️Na co dzień kwestionują tzw. “Neosędziòw” publicznie mówiąc, że “nie są sędziami” i ich wyroki “nie istnieją”. Jednak, kiedy “neosedziowie” orzekli korzystnie w ich prywatnych sprawach to uznali, że jednak akurat te wyroki istnieją 🤡  "," ❗️This is a hit! ❗️Every day they question the so-called “Neo-judges” publicly saying that they “are not judges” and their judgments “do not exist”. However, when the ""neo-judges"" ruled favorably in their private cases, they decided that these judgments did exist 🤡  "
1840709777665528320,Super. W świat idą obrazki jak ekipa Bodnara i Tuska odmawia wykonania orzeczenia Sądu Najwyższego odwołując się do tępego argumentu siły. Jak w republikach bananowych.,"Great. Pictures are spreading around the world of Bodnar and Tusk's team refusing to implement the Supreme Court's ruling, appealing to the blunt argument of force. Like in banana republics."
1840658062186856704,Składamy wniosek o wyprowadzenie bodnarowcòw z Prokuratury Krajowej w związku z orzeczeniem Sądu Najwyższego,We are submitting an application to remove the bodnarists from the National Prosecutor's Office in connection with the Supreme Court's ruling
1840502194514100224,"Zaliczyć ANO Very Jurovej, którą przyjmowali jak królową do…”V kolumny putinowskiej”  to jednak jest szarża roku. ","To include Vera Jurova's ANO, who was received like a queen in ""Putin's 5th column"", is still the charge of the year. "
1840499611422834944,,#VALUE!
1840466603496108544,Jutro o 9:30 wniosek do Policji o usunięcie bodnarowców z PK w związku z decyzją SN,Tomorrow at 9:30 a request to the Police to remove the Bodnar workers from the PK in connection with the Supreme Court's decision
1840055028326785280,"W kontekście tego co się dzieje trzeba jednak coraz bardziej doceniać profesora Zajadło, który uczciwie przyznał, że nie da się już prawnie tłumaczyć tego co robi Tusk z Bodnarem. On więc przestaje już próbować, bo nie chce robić z siebie idioty. 
Jednak widać, że trochę ludzi na…   ","In the context of what is happening, however, we must increasingly appreciate Professor Zajadło, who honestly admitted that it is no longer possible to legally explain what Tusk and Bodnar are doing. So he stops trying because he doesn't want to make a fool of himself. 
However, you can see that some people on…   "
1840048362902507776,Tusk i Bodnar tworzą system o jakim marzy każdy watażka w republice bananowej  👇,Tusk and Bodnar are creating a system that every warlord in a banana republic dreams of 👇
1840034197328572928,🎯,🎯
1840030049577173504,"W sumie racja. Naturalną konsekwencja tej logiki jest to co dzieje się w Polsce, czyli uznanie za ważniejsze powołanie na sędziego od sowieckich kolaborantów niż od wybranego przez naszych obywateli  prezydenta. 
Legitymacja sowiecka ważniejsza od legitymacji Polaków.…  ","Actually, that's right. A natural consequence of this logic is what is happening in Poland, i.e. it is more important to appoint a judge from Soviet collaborators than from the president elected by our citizens. 
Soviet ID is more important than Poles.…  "
1840027460001239040,Jakby Pan Profesor jeszcze przeprowadził wykład o wyższości świadkowania na ślubie nad zapisem ustawowym i Sądem Najwyższym jako źródłem prawa najlepiej odwołując się do tradycyjnych dla Pana metafor pustyni czy żaby będę zobowiązany.,"If the Professor gave a lecture on the superiority of witnessing a wedding over statutory provisions and the Supreme Court as a source of law, preferably referring to your traditional metaphors of a desert or a frog, I would be obliged."
1839959508417949952,Wniosek do Policji o wyprowadzenie bodnarowców z budynku Prokuratury Krajowej,A request to the Police to remove the Bodnar activists from the building of the National Prosecutor's Office
1839910376621666816,Winne są bobry,Beavers are to blame
1839740171069300736,"To trzeba zobaczyć ❗ ️Bodnarowcy przyszli na rozprawę i mówili „wysoki sądzie” po czym jak przegrali to uznali, że to nie tylko nie był „wysoki” ale nawet „sąd” i nie będą go uznawali 🤡  👇 
#Bodnarowcy ","You have to see this ❗ ️The Bodnarists came to the hearing and said ""your honor"" and then when they lost, they decided that it was not only not a ""high court"" but even a ""court"" and they would not recognize it 🤡 👇 
#Bodnarowiec "
